Kind,Identifier,Term
2,5089,"Object, Server, Cake Server"
1,5090,"Object, Server, Cheese Server"
2,5090,"Object, Server, Cheese Server"
1,5096,"Object, Server, Fish Slice"
2,5096,"Object, Server, Fish Slice"
1,5091,"Object, Server, Ice Cream Server"
2,5091,"Object, Server, Ice Cream Server"
1,5092,"Object, Server, Lemon Server"
2,5092,"Object, Server, Lemon Server"
1,5093,"Object, Server, Pie Server"
2,5093,"Object, Server, Pie Server"
1,5094,"Object, Server, Salad Server"
2,5094,"Object, Server, Salad Server"
1,5095,"Object, Server, Tomato Server"
2,5095,"Object, Server, Tomato Server"
1,5118,"Object, Serving Basin"
2,5118,"Object, Serving Basin"
1,5123,"Object, Serving Bowl"
2,5123,"Object, Serving Bowl"
1,5124,"Object, Serving Bowl, Berry Bowl"
2,5124,"Object, Serving Bowl, Berry Bowl"
1,5125,"Object, Serving Bowl, Bride's Bowl"
2,5125,"Object, Serving Bowl, Bride's Bowl"
1,5134,"Object, Serving Bowl, Compote"
2,5134,"Object, Serving Bowl, Compote"
1,5126,"Object, Serving Bowl, Covered Bowl"
2,5126,"Object, Serving Bowl, Covered Bowl"
1,5127,"Object, Serving Bowl, Fruit Bowl"
2,5127,"Object, Serving Bowl, Fruit Bowl"
1,5128,"Object, Serving Bowl, Jelly Bowl"
2,5128,"Object, Serving Bowl, Jelly Bowl"
1,5129,"Object, Serving Bowl, Mayonnaise Bowl"
2,5129,"Object, Serving Bowl, Mayonnaise Bowl"
1,5135,"Object, Serving Bowl, Nappy"
2,5135,"Object, Serving Bowl, Nappy"
1,5130,"Object, Serving Bowl, Nut Bowl"
2,5130,"Object, Serving Bowl, Nut Bowl"
1,5131,"Object, Serving Bowl, Salad Serving Bowl"
2,5131,"Object, Serving Bowl, Salad Serving Bowl"
1,5132,"Object, Serving Bowl, Sugar Bowl"
2,5132,"Object, Serving Bowl, Sugar Bowl"
1,5133,"Object, Serving Bowl, Whipped Cream Bowl"
2,5133,"Object, Serving Bowl, Whipped Cream Bowl"
1,5136,"Object, Serving Box"
2,5136,"Object, Serving Box"
1,5137,"Object, Serving Box, Comfit Box"
2,5137,"Object, Serving Box, Comfit Box"
1,5138,"Object, Serving Box, Sardine Box"
2,5138,"Object, Serving Box, Sardine Box"
1,5139,"Object, Serving Box, Sugar Box"
2,5139,"Object, Serving Box, Sugar Box"
1,5141,"Object, Serving Dish"
2,5141,"Object, Serving Dish"
1,5142,"Object, Serving Dish, Butter Cooler"
2,5142,"Object, Serving Dish, Butter Cooler"
1,5143,"Object, Serving Dish, Butter Dish"
2,5143,"Object, Serving Dish, Butter Dish"
1,5144,"Object, Serving Dish, Candy Dish"
2,5144,"Object, Serving Dish, Candy Dish"
1,5145,"Object, Serving Dish, Candy Dish, Bonbon Dish"
2,5145,"Object, Serving Dish, Candy Dish, Bonbon Dish"
1,5146,"Object, Serving Dish, Celery Dish"
2,5146,"Object, Serving Dish, Celery Dish"
1,5147,"Object, Serving Dish, Cheese Dish"
2,5147,"Object, Serving Dish, Cheese Dish"
1,5148,"Object, Serving Dish, Honey Dish"
2,5148,"Object, Serving Dish, Honey Dish"
1,5149,"Object, Serving Dish, Jelly Dish"
2,5149,"Object, Serving Dish, Jelly Dish"
1,5150,"Object, Serving Dish, Nut Dish"
2,5150,"Object, Serving Dish, Nut Dish"
1,5163,"Object, Serving Dish, Platter"
2,5163,"Object, Serving Dish, Platter"
1,5164,"Object, Serving Dish, Platter, Charger"
2,5164,"Object, Serving Dish, Platter, Charger"
1,5166,"Object, Serving Dish, Platter, Trencher"
2,5166,"Object, Serving Dish, Platter, Trencher"
1,5165,"Object, Serving Dish, Platter, Well Platter"
2,5165,"Object, Serving Dish, Platter, Well Platter"
1,5151,"Object, Serving Dish, Relish Dish"
2,5151,"Object, Serving Dish, Relish Dish"
1,5167,"Object, Serving Dish, Sauceboat"
2,5167,"Object, Serving Dish, Sauceboat"
1,5154,"Object, Serving Dish, Serving Plate"
2,5154,"Object, Serving Dish, Serving Plate"
1,5155,"Object, Serving Dish, Serving Plate, Cake Plate"
2,5155,"Object, Serving Dish, Serving Plate, Cake Plate"
1,5156,"Object, Serving Dish, Serving Plate, Fruit Plate"
2,5156,"Object, Serving Dish, Serving Plate, Fruit Plate"
1,5157,"Object, Serving Dish, Serving Plate, Mayonnaise Bowl Plate"
2,5157,"Object, Serving Dish, Serving Plate, Mayonnaise Bowl Plate"
1,5158,"Object, Serving Dish, Serving Plate, Oyster Plate"
2,5158,"Object, Serving Dish, Serving Plate, Oyster Plate"
1,5159,"Object, Serving Dish, Serving Plate, Sauceboat Plate"
2,5159,"Object, Serving Dish, Serving Plate, Sauceboat Plate"
1,5160,"Object, Serving Dish, Serving Plate, Spice Plate"
2,5160,"Object, Serving Dish, Serving Plate, Spice Plate"
1,5161,"Object, Serving Dish, Serving Plate, Toddy Plate"
2,5161,"Object, Serving Dish, Serving Plate, Toddy Plate"
1,5162,"Object, Serving Dish, Serving Plate, Vegetable Plate"
2,5162,"Object, Serving Dish, Serving Plate, Vegetable Plate"
1,5152,"Object, Serving Dish, Sweetmeat Dish"
2,5152,"Object, Serving Dish, Sweetmeat Dish"
1,5153,"Object, Serving Dish, Vegetable Dish"
2,5153,"Object, Serving Dish, Vegetable Dish"
1,5054,"Object, Serving Fork"
2,5054,"Object, Serving Fork"
1,5055,"Object, Serving Fork, Asparagus Fork"
2,5055,"Object, Serving Fork, Asparagus Fork"
1,5056,"Object, Serving Fork, Carving Fork"
2,5056,"Object, Serving Fork, Carving Fork"
1,5057,"Object, Serving Fork, Cold-Meat Fork"
2,5057,"Object, Serving Fork, Cold-Meat Fork"
1,5058,"Object, Serving Fork, Fish Serving Fork"
2,5058,"Object, Serving Fork, Fish Serving Fork"
1,5059,"Object, Serving Fork, Fondue Fork"
2,5059,"Object, Serving Fork, Fondue Fork"
1,5060,"Object, Serving Fork, Lemon Fork"
2,5060,"Object, Serving Fork, Lemon Fork"
1,5061,"Object, Serving Fork, Olive Fork"
2,5061,"Object, Serving Fork, Olive Fork"
1,5062,"Object, Serving Fork, Pickle Fork"
2,5062,"Object, Serving Fork, Pickle Fork"
1,5063,"Object, Serving Fork, Sardine Fork"
2,5063,"Object, Serving Fork, Sardine Fork"
1,5065,"Object, Serving Knife"
2,5065,"Object, Serving Knife"
1,5066,"Object, Serving Knife, Bread Knife"
2,5066,"Object, Serving Knife, Bread Knife"
1,5067,"Object, Serving Knife, Butter Knife"
2,5067,"Object, Serving Knife, Butter Knife"
1,5068,"Object, Serving Knife, Cake Knife"
2,5068,"Object, Serving Knife, Cake Knife"
1,5069,"Object, Serving Knife, Carving Knife"
2,5069,"Object, Serving Knife, Carving Knife"
1,5070,"Object, Serving Knife, Cheese Serving Knife"
2,5070,"Object, Serving Knife, Cheese Serving Knife"
1,5071,"Object, Serving Knife, Ice Cream Knife"
2,5071,"Object, Serving Knife, Ice Cream Knife"
1,5072,"Object, Serving Knife, Jelly Knife"
2,5072,"Object, Serving Knife, Jelly Knife"
1,5073,"Object, Serving Ladle"
2,5073,"Object, Serving Ladle"
1,5075,"Object, Serving Ladle, Cream Ladle"
2,5075,"Object, Serving Ladle, Cream Ladle"
1,5074,"Object, Serving Ladle, Dipper"
2,5074,"Object, Serving Ladle, Dipper"
1,5076,"Object, Serving Ladle, Gravy Ladle"
2,5076,"Object, Serving Ladle, Gravy Ladle"
1,5077,"Object, Serving Ladle, Mayonnaise Ladle"
2,5077,"Object, Serving Ladle, Mayonnaise Ladle"
1,5078,"Object, Serving Ladle, Punch Ladle"
2,5078,"Object, Serving Ladle, Punch Ladle"
1,5079,"Object, Serving Ladle, Sauce Ladle"
2,5079,"Object, Serving Ladle, Sauce Ladle"
1,5080,"Object, Serving Ladle, Soup Ladle"
2,5080,"Object, Serving Ladle, Soup Ladle"
1,5081,"Object, Serving Ladle, Toddy Ladle"
2,5081,"Object, Serving Ladle, Toddy Ladle"
1,7072,"Object, Serving Mallet"
2,7072,"Object, Serving Mallet"
1,5082,"Object, Serving Scoop"
2,5082,"Object, Serving Scoop"
1,5083,"Object, Serving Scoop, Cheese Scoop"
2,5083,"Object, Serving Scoop, Cheese Scoop"
1,5084,"Object, Serving Scoop, Ice Cream Scoop"
2,5084,"Object, Serving Scoop, Ice Cream Scoop"
1,5085,"Object, Serving Scoop, Nut Scoop"
2,5085,"Object, Serving Scoop, Nut Scoop"
1,5086,"Object, Serving Scoop, Salt Scoop"
2,5086,"Object, Serving Scoop, Salt Scoop"
1,5087,"Object, Serving Scoop, Sugar Scoop"
2,5087,"Object, Serving Scoop, Sugar Scoop"
1,5098,"Object, Serving Spoon"
2,5098,"Object, Serving Spoon"
1,5099,"Object, Serving Spoon, Berry Spoon"
2,5099,"Object, Serving Spoon, Berry Spoon"
1,5100,"Object, Serving Spoon, Bonbon Spoon"
2,5100,"Object, Serving Spoon, Bonbon Spoon"
1,5101,"Object, Serving Spoon, Caddy Spoon"
2,5101,"Object, Serving Spoon, Caddy Spoon"
1,5102,"Object, Serving Spoon, Claret Spoon"
2,5102,"Object, Serving Spoon, Claret Spoon"
1,5103,"Object, Serving Spoon, Jam Spoon"
2,5103,"Object, Serving Spoon, Jam Spoon"
1,5104,"Object, Serving Spoon, Mustard Spoon"
2,5104,"Object, Serving Spoon, Mustard Spoon"
1,5105,"Object, Serving Spoon, Olive Spoon"
2,5105,"Object, Serving Spoon, Olive Spoon"
1,5106,"Object, Serving Spoon, Salt Spoon"
2,5106,"Object, Serving Spoon, Salt Spoon"
1,5107,"Object, Serving Spoon, Sugar Spoon"
2,5107,"Object, Serving Spoon, Sugar Spoon"
1,5108,"Object, Serving Spoon, Tablespoon"
2,5108,"Object, Serving Spoon, Tablespoon"
1,5173,"Object, Serving Stand"
2,5173,"Object, Serving Stand"
1,5176,"Object, Serving Stand, Cake Stand"
2,5176,"Object, Serving Stand, Cake Stand"
1,5177,"Object, Serving Stand, Cruet Stand"
2,5177,"Object, Serving Stand, Cruet Stand"
1,5175,"Object, Serving Stand, Dessert Pyramid"
2,5175,"Object, Serving Stand, Dessert Pyramid"
1,5178,"Object, Serving Stand, Egg Stand"
2,5178,"Object, Serving Stand, Egg Stand"
1,5174,"Object, Serving Stand, Epergne"
2,5174,"Object, Serving Stand, Epergne"
1,5179,"Object, Serving Stand, Ham Stand"
2,5179,"Object, Serving Stand, Ham Stand"
1,5183,"Object, Serving Stand, Pot Tilter"
2,5183,"Object, Serving Stand, Pot Tilter"
1,5180,"Object, Serving Stand, Spoon Stand"
2,5180,"Object, Serving Stand, Spoon Stand"
1,5181,"Object, Serving Stand, Sweetmeat Stand"
2,5181,"Object, Serving Stand, Sweetmeat Stand"
1,5182,"Object, Serving Stand, Teapot Stand"
2,5182,"Object, Serving Stand, Teapot Stand"
1,5109,"Object, Serving Tongs"
2,5109,"Object, Serving Tongs"
1,5110,"Object, Serving Tongs, Asparagus Tongs"
2,5110,"Object, Serving Tongs, Asparagus Tongs"
1,5111,"Object, Serving Tongs, Ice Tongs"
2,5111,"Object, Serving Tongs, Ice Tongs"
1,5112,"Object, Serving Tongs, Salad Tongs"
2,5112,"Object, Serving Tongs, Salad Tongs"
1,5113,"Object, Serving Tongs, Sandwich Tongs"
2,5113,"Object, Serving Tongs, Sandwich Tongs"
1,5114,"Object, Serving Tongs, Spaghetti Tongs"
2,5114,"Object, Serving Tongs, Spaghetti Tongs"
1,5115,"Object, Serving Tongs, Sugar Tongs"
2,5115,"Object, Serving Tongs, Sugar Tongs"
1,5184,"Object, Serving Tray"
2,5184,"Object, Serving Tray"
1,5186,"Object, Serving Tray, Bread Tray"
2,5186,"Object, Serving Tray, Bread Tray"
1,5187,"Object, Serving Tray, Butter Tray"
2,5187,"Object, Serving Tray, Butter Tray"
1,5185,"Object, Serving Tray, Cheeseboard"
2,5185,"Object, Serving Tray, Cheeseboard"
1,5188,"Object, Serving Tray, Cracker Tray"
2,5188,"Object, Serving Tray, Cracker Tray"
1,5189,"Object, Serving Tray, Fruit Tray"
2,5189,"Object, Serving Tray, Fruit Tray"
1,5190,"Object, Serving Tray, Ice Cream Tray"
2,5190,"Object, Serving Tray, Ice Cream Tray"
1,5191,"Object, Serving Tray, Relish Tray"
2,5191,"Object, Serving Tray, Relish Tray"
1,5192,"Object, Serving Tray, Sauceboat Tray"
2,5192,"Object, Serving Tray, Sauceboat Tray"
1,5193,"Object, Serving Tray, Tea Tray"
2,5193,"Object, Serving Tray, Tea Tray"
1,5194,"Object, Serving Tray, Tureen Tray"
2,5194,"Object, Serving Tray, Tureen Tray"
1,5052,"Object, Serving Utensils"
2,5052,"Object, Serving Utensils"
1,5140,"Object, Serving Vessel Cover"
2,5140,"Object, Serving Vessel Cover"
1,5116,"Object, Serving Vessels"
2,5116,"Object, Serving Vessels"
1,5640,"Object, Setter"
2,5640,"Object, Setter"
1,5641,"Object, Setter, Grommet Setter"
2,5641,"Object, Setter, Grommet Setter"
1,5642,"Object, Setter, Rivet Setter"
2,5642,"Object, Setter, Rivet Setter"
1,6764,"Object, Sewing Bobbin"
2,6764,"Object, Sewing Bobbin"
1,5490,"Object, Sewing Bristle"
2,5490,"Object, Sewing Bristle"
1,5551,"Object, Sewing Haft"
2,5551,"Object, Sewing Haft"
1,6873,"Object, Sewing Spool"
2,6873,"Object, Sewing Spool"
1,10160,"Object, Sextant"
2,10160,"Object, Sextant"
1,10161,"Object, Sextant Shade"
2,10161,"Object, Sextant Shade"
1,10162,"Object, Sextant Shade, Horizon Glass Shade"
2,10162,"Object, Sextant Shade, Horizon Glass Shade"
1,10163,"Object, Sextant Shade, Index Shade"
2,10163,"Object, Sextant Shade, Index Shade"
1,3072,"Object, Shaving Product"
2,3072,"Object, Shaving Product"
1,3087,"Object, Shaving Product, Razor"
2,3087,"Object, Shaving Product, Razor"
1,3073,"Object, Shaving Product, Razor Blade"
2,3073,"Object, Shaving Product, Razor Blade"
1,3077,"Object, Shaving Product, Razor Case"
2,3077,"Object, Shaving Product, Razor Case"
1,3093,"Object, Shaving Product, Razor Sharpener"
2,3093,"Object, Shaving Product, Razor Sharpener"
1,3094,"Object, Shaving Product, Razor Sharpener, Razor Hone"
2,3094,"Object, Shaving Product, Razor Sharpener, Razor Hone"
1,3095,"Object, Shaving Product, Razor Sharpener, Strop"
2,3095,"Object, Shaving Product, Razor Sharpener, Strop"
1,3088,"Object, Shaving Product, Razor, Disposable Razor"
2,3088,"Object, Shaving Product, Razor, Disposable Razor"
1,3089,"Object, Shaving Product, Razor, Electric Razor"
2,3089,"Object, Shaving Product, Razor, Electric Razor"
1,3090,"Object, Shaving Product, Razor, Safety Razor"
2,3090,"Object, Shaving Product, Razor, Safety Razor"
1,3091,"Object, Shaving Product, Razor, Straight Razor"
2,3091,"Object, Shaving Product, Razor, Straight Razor"
1,3074,"Object, Shaving Product, Shaving Bowl"
2,3074,"Object, Shaving Product, Shaving Bowl"
1,3075,"Object, Shaving Product, Shaving Box"
2,3075,"Object, Shaving Product, Shaving Box"
1,3076,"Object, Shaving Product, Shaving Brush"
2,3076,"Object, Shaving Product, Shaving Brush"
1,3078,"Object, Shaving Product, Shaving Brush Case"
2,3078,"Object, Shaving Product, Shaving Brush Case"
1,3079,"Object, Shaving Product, Shaving Cream Dispenser"
2,3079,"Object, Shaving Product, Shaving Cream Dispenser"
1,3081,"Object, Shaving Product, Shaving Kit"
2,3081,"Object, Shaving Product, Shaving Kit"
1,3082,"Object, Shaving Product, Shaving Lather Machine"
2,3082,"Object, Shaving Product, Shaving Lather Machine"
1,3083,"Object, Shaving Product, Shaving Mirror"
2,3083,"Object, Shaving Product, Shaving Mirror"
1,3084,"Object, Shaving Product, Shaving Mug"
2,3084,"Object, Shaving Product, Shaving Mug"
1,3085,"Object, Shaving Product, Shaving Paper"
2,3085,"Object, Shaving Product, Shaving Paper"
1,3080,"Object, Shaving Product, Shaving Paper Holder"
2,3080,"Object, Shaving Product, Shaving Paper Holder"
1,3092,"Object, Shaving Product, Shaving Set"
2,3092,"Object, Shaving Product, Shaving Set"
1,3096,"Object, Shaving Product, Shaving Stick"
2,3096,"Object, Shaving Product, Shaving Stick"
1,3086,"Object, Shaving Product, Styptic Pencil"
2,3086,"Object, Shaving Product, Styptic Pencil"
1,440,"Object, Shingle"
2,440,"Object, Shingle"
1,441,"Object, Shingle, Asphalt Shingle"
2,441,"Object, Shingle, Asphalt Shingle"
1,442,"Object, Shingle, Fish Scale Shingle"
2,442,"Object, Shingle, Fish Scale Shingle"
1,443,"Object, Shingle, Shake Shingle"
2,443,"Object, Shingle, Shake Shingle"
1,2704,"Object, Shoe Buffer"
2,2704,"Object, Shoe Buffer"
1,2738,"Object, Shoe Chain"
2,2738,"Object, Shoe Chain"
1,14452,"Object, Shoe Cleat"
2,14452,"Object, Shoe Cleat"
1,3659,"Object, Shoe Cropper"
2,3659,"Object, Shoe Cropper"
1,5610,"Object, Shoe Peg"
2,5610,"Object, Shoe Peg"
1,2696,"Object, Shoe Polish Applicator"
2,2696,"Object, Shoe Polish Applicator"
1,2717,"Object, Shoe Stretcher"
2,2717,"Object, Shoe Stretcher"
1,2722,"Object, Shoe Wax"
2,2722,"Object, Shoe Wax"
1,2802,"Object, Shoehorn"
2,2802,"Object, Shoehorn"
1,3669,"Object, Shoeing Nail"
2,3669,"Object, Shoeing Nail"
1,3670,"Object, Shoeing Nail, Horseshoe Nail"
2,3670,"Object, Shoeing Nail, Horseshoe Nail"
1,3680,"Object, Shoeing Stand"
2,3680,"Object, Shoeing Stand"
1,2781,"Object, Shoelace Hook"
2,2781,"Object, Shoelace Hook"
1,5469,"Object, Shoemaker's Anvil"
2,5469,"Object, Shoemaker's Anvil"
1,5632,"Object, Shoemaker's Rasp"
2,5632,"Object, Shoemaker's Rasp"
1,2712,"Object, Shoeshine Kit"
2,2712,"Object, Shoeshine Kit"
1,13211,"Object, Shofar"
2,13211,"Object, Shofar"
1,14019,"Object, Shoulder Aiguillette"
2,14019,"Object, Shoulder Aiguillette"
1,14020,"Object, Shoulder Bandolier"
2,14020,"Object, Shoulder Bandolier"
1,14022,"Object, Shoulder Epaulet"
2,14022,"Object, Shoulder Epaulet"
1,14023,"Object, Shoulder Fourragère"
2,14023,"Object, Shoulder Fourragère"
1,14018,"Object, Shoulder Insignia"
2,14018,"Object, Shoulder Insignia"
1,14021,"Object, Shoulder Shoulder Board"
2,14021,"Object, Shoulder Shoulder Board"
1,14024,"Object, Shoulder Shoulder Knot"
2,14024,"Object, Shoulder Shoulder Knot"
1,14025,"Object, Shoulder Shoulder Loop"
2,14025,"Object, Shoulder Shoulder Loop"
1,14026,"Object, Shoulder Shoulder Strap"
2,14026,"Object, Shoulder Shoulder Strap"
1,301,"Object, Shower Head"
2,301,"Object, Shower Head"
1,21,"Object, Shower Stall"
2,21,"Object, Shower Stall"
1,4055,"Object, Shrimp Cleaner"
2,4055,"Object, Shrimp Cleaner"
1,7089,"Object, Shuttle"
2,7089,"Object, Shuttle"
1,7090,"Object, Shuttle, Netting Shuttle"
2,7090,"Object, Shuttle, Netting Shuttle"
1,7091,"Object, Shuttle, Tatting Shuttle"
2,7091,"Object, Shuttle, Tatting Shuttle"
1,7092,"Object, Shuttle, Weaving Shuttle"
2,7092,"Object, Shuttle, Weaving Shuttle"
1,8390,"Object, Siderostat"
2,8390,"Object, Siderostat"
1,8391,"Object, Siderostat, Heliostat"
2,8391,"Object, Siderostat, Heliostat"
1,537,"Object, Sidewalk"
2,537,"Object, Sidewalk"
1,6458,"Object, Sidewall Sampler"
2,6458,"Object, Sidewall Sampler"
1,11434,"Object, Sign"
2,11434,"Object, Sign"
1,11435,"Object, Sign, Directional Sign"
2,11435,"Object, Sign, Directional Sign"
1,11436,"Object, Sign, Directional Sign, Guidepost"
2,11436,"Object, Sign, Directional Sign, Guidepost"
1,11437,"Object, Sign, Identification Sign"
2,11437,"Object, Sign, Identification Sign"
1,11438,"Object, Sign, Identification Sign, Signboard"
2,11438,"Object, Sign, Identification Sign, Signboard"
1,11439,"Object, Sign, Informational Sign"
2,11439,"Object, Sign, Informational Sign"
1,11440,"Object, Sign, Instructional Sign"
2,11440,"Object, Sign, Instructional Sign"
1,11441,"Object, Sign, Regulatory Sign"
2,11441,"Object, Sign, Regulatory Sign"
1,11442,"Object, Sign, Traffic Sign"
2,11442,"Object, Sign, Traffic Sign"
1,11294,"Object, Signal Splitter"
2,11294,"Object, Signal Splitter"
1,384,"Object, Sill Plate"
2,384,"Object, Sill Plate"
1,7678,"Object, Sinew Tool"
2,7678,"Object, Sinew Tool"
1,7679,"Object, Sinew Tool, Sinew Knife"
2,7679,"Object, Sinew Tool, Sinew Knife"
1,7680,"Object, Sinew Tool, Sinew Stone"
2,7680,"Object, Sinew Tool, Sinew Stone"
1,312,"Object, Sink Sprayer"
2,312,"Object, Sink Sprayer"
1,314,"Object, Sink Stopper"
2,314,"Object, Sink Stopper"
1,462,"Object, Site Barrier"
2,462,"Object, Site Barrier"
1,479,"Object, Site Barrier, Boundary Wall"
2,479,"Object, Site Barrier, Boundary Wall"
1,465,"Object, Site Barrier, Fence"
2,465,"Object, Site Barrier, Fence"
1,476,"Object, Site Barrier, Fence Post"
2,476,"Object, Site Barrier, Fence Post"
1,466,"Object, Site Barrier, Fence, Barbed Wire Fence"
2,466,"Object, Site Barrier, Fence, Barbed Wire Fence"
1,467,"Object, Site Barrier, Fence, Board Fence"
2,467,"Object, Site Barrier, Fence, Board Fence"
1,468,"Object, Site Barrier, Fence, Chain Link Fence"
